Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Шишов Кирилл Михайлович,Shishov Kirill Mikhailovich,,,10.02.1987,M,Senior Investigator of the Basmanny Interdistrict Investigation Department of the Investigation Department for the Central Administrative District of the Main Investigative Directorate of the Investigative Committee of the Russian Federation for Moscow. Responsible for the criminal prosecution of citizens of the Russian Federation who oppose the current political regime in Russia.,Organizers of political repressions
Шивков Дмитрий Борисович,Shivkov Dmitry Borisovich,,,,M,"Brother of Pavel Krotov's wife Yana Shivkova. Together with Krotov, participates in and benefits from fraudulent business schemes designed to create illegal sources of income for corrupt Chechen politicians, including Ramzan Kadyrov and Adam Delimkhanov. Nominal owner of several business ventures across Russia for the benefit of Kadyrov and Delimkhanov.",Individuals involved in corruption
Шиянов Анатолий Иванович,Shiyanov Anatoly Ivanovich,,,,M,Rector of the International Institute of Computer Technologies. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Шиянов Сергей Евгеньевич,Shiyanov Sergey Evgenyevich,,,,M,Rector of the North Caucasus Social Institute. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Шхагошев Адальби Люлевич,Shkhagoshev Adalbi Lyulevich,Shhagoshev Adalbi,"CA
US
UK
EU
MC
CH
AU
JP",1967-06-06,M,"Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.
Member of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.","Members of Parliament and Senate

“United Russia” party Functionaries"
Шкловец Иван Иванович,Shklovets Ivan Ivanovich,,,1961-10-10,M,"Deputy Head of the Federal Service for Labor and Employment of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Шкодин Дмитрий Анатольевич,Shkodin Dmitry Anatolievich,,,,M,"Director of the centre for innovative development programs and coordination of research and development work of JSC ""Shipbuilding and Shiprepair Technology Center""",Top Management of State Owned Companies
Школкина Надежда Васильевна,Shkolkina Nadezhda Vasilievna,Shkolkina Nadezhda Vasilyevna,"CA
US
UK
EU
MC
CH
AU
JP",1970-05-12,F,Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Школьник Александр Яковлевич,Shkolnik Alexander Yakovlevich,Shkolnik Aleksandr Yakovlevich,"CA
UK
AU",1964-03-25,M,"Deputy Secretary of the Civic Chamber of Russia - a collegiate public body that imitates public support for the actions of the Russian authorities.
Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.

Information from Vladimir Putin's election website:
Director of the Federal State Budgetary Institution of Culture ""Central Museum of the Great Patriotic War of 1941 - 1945"" (Museum of Victory), Deputy Chairman of the Central Audit Commission of the All-Russian Public Movement ""People's Front ""For Russia"", Deputy Secretary of the Public Chamber of the Russian Federation
----
The All-Russian Popular Front is a quasi-public organization that imitates non-partisan support for Vladimir Putin.

The Public Chamber of the Russian Federation is a discussion platform created and controlled by the state to simulate public debate.

Publicly supported the Russian military invasion of Ukraine.","Sellout opinion leaders

Presidential proxies in elections"
Школьников Игорь Александрович,Shkolnikov Igor Alexandrovich,,,1977-07-21,M,"Deputy Governor of Novgorod Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Школов Евгений Михайлович,Shkolov Evgeny Mikhailovich,Shkolov Evgeniy Mikhailovich,"US
UK
AU",1955-08-31,M,"
Former Putin's aide on personnel issues. Received an expensive preferential apartment in Moscow.
Member of the Board of Directors of JSC System Operator of the Unified Energy System (SO UES), Member of the Supervisory Board of Rostec Company","Top bribetakers and warmongers

Individuals involved in corruption

Top Management of State Owned Companies"
Шкред Константин Викторович,Shkred Konstantin Viktorovich,,,1984-06-13,M,"Member of the Central Executive Committee of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.""",“United Russia” party Functionaries
Шкробов Дмитрий Николаевич,Shkrobov Dmitry Nikolaevich,,,22.04.1983,M,Judge of the Votkinsk District Court of the Udmurt Republic. Obstructed freedom of peaceful assembly.,Organizers of political repressions
Шкурихина Дарья Валерьевна,Shkurikhina Daria Valerievna,,,1990-10-03,F,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шлапак Дмитрий Васильевич,Shlapak Dmitrii Vasilevich,,,1974-06-17,M,"Businessman, brother of Yaroslavl City Duma deputy Konstantin Shlapak, developer, participant in land fraud",Individuals involved in corruption
Шлапак Константин Васильевич,Shlapak Konstantin Vasilevich,,,1964-03-18,M,"Member of the Yaroslavl City Duma, developer, participant in land fraud, lobbies for his own business",Individuals involved in corruption
Шлеменко Александр Павлович,Shlemenko Alexander Pavlovich,,,1984-05-20,M,"Authorized representative of presidential candidate Vladimir Putin. Authorized representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.
Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.

Information from Vladimir Putin's election website:
Autonomous institution of the Omsk region ""Regional Center for Sports Training"", trainer.
----
 
Heads the Omsk branch of the public organization “People's Front. Everything for victory!”, within the framework of which the purchase of uniforms, cars and other things for the needs of the Russian military participating in the invasion of Ukraine takes place.
Publicly supported the Russian invasion of Ukraine.
Athlete. Expressed public support for the actions of the Russian army in Ukraine
Actively supports Vladimir Putin's policy, which threatens the territorial integrity, sovereignty and independence of Ukraine.","Presidential proxies in elections

Sellout opinion leaders

Warmongers"
Шлемин Виктор Борисович,Shlemin Viktor Borisovich,,,1955-08-12,M,"Deputy Director of the Federal Security Service of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Шлык Сергей Владимирович,Shlyk Sergey Vladimirovich,,,1966-03-19,M,"Rector of the Rostov State Medical University, Ministry of Healthcare of the Russian Federation. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.",Warmongers
Шлыков Андрей Иванович,Shlykov Andrei Ivanovich,,,09.02.1976,M,"Head of the investigation department of the Nizhny Novgorod prosecutor's office, opened a fake criminal case, under which journalist Irina Slavina was searched, after which she committed an act of self-immolation near the building of the regional Ministry of Internal Affairs",Individuals involved in corruption
Шмаков Михаил Викторович,Shmakov Mikhail Viktorovich,,,1949-08-12,M,"


Signed the statement of the Federation of Independent Trade Unions of Russia in support of the war in Ukraine
Authorized representative of presidential candidate Vladimir Putin. Authorized representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.
Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.

Information from Vladimir Putin's election website:
Chairman of the Federation of Independent Trade Unions of Russia
----
The Federation of Independent Trade Unions of Russia is a state-controlled public organization that unites most of the major Russian trade unions. The organization came out in support of Russian military aggression in Ukraine.","Top bribetakers and warmongers

Sellout opinion leaders

Presidential proxies in elections"
Шмаль Генадий Иосифович,Shmal Genadi Iosifovich,,UK,1937-08-20,M,Member of the Board of Directors of PJSC Transneft,Top Management of State Owned Companies
Шмелев Дмитрий Владимирович,Shmelev Dmitry Vladimirovich,SHMELEV Dmitry Vladimirovich,"CA
UK
EU
CH",1981,M,"Reclassified from the category: Military staff and accomplices of Russian occupation
Former Minister of Revenue and Levies of the self-proclaimed Donetsk People's Republic. Assisted Russian aggression against Ukraine and the occupation of part of Ukrainian territory.",Low priority
Шмелева Елена Владимировна,Shmeleva Elena Vladimirovna,,"EU
CH",1971-10-03,F,"Member of the Board of Directors of OJSC Rostelecom
Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.
Member of the Supervisory Board of the Public-State Movement of the First, which conducts propaganda and uses children to support the Russian political regime and its aggressive policies.
Co-chairman of the All-Russia People's Front - a quasi-public organization that supports the actions of the Russian authorities and aggression against Ukraine","Top Management of State Owned Companies

Presidential proxies in elections

Sellout opinion leaders"
Шметков Виктор Анатольевич,Shmetkov Victor Anatolievich,,,1963-03-31,M,"Head of the Ministry for Internal Affairs of Chuvashia, a federal state body that carries out political persecution in the territory under its jurisdiction against citizens and organizations that oppose Russia's aggressive war against Ukraine and are in opposition to the current political regime in Russia.",Key ‘siloviki’ (security forces) figures
Шмыков Алексей Викторович,Shmykov Alexey Viktorovich,,,1975-09-11,M,"First Deputy Governor of the Sverdlovsk Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Шмырин Евгений Валерьевич,Shmyrin Evgeny Valerievich,,,1970-07-13,M,Official of the Ministry of Defense of the Russian Federation. Head of the Department of Advanced Interspecific Research and Special Projects of the Russian Ministry of Defense. Holds a senior position in the federal state body responsible for the military actions of the Russian armed forces against Ukraine.,War Arrangers
Шойгу Сергей Кужугетович,Shoigu Sergey Kuzhugetovich,Shoigu (Shoygu) Sergei Kuzhugetovich,"CA
US
UK
EU
MC
CH
AU
JP",1955-05-21,M,"As a member of the Security Council, which provides advice on and coordinates national security affairs, he was involved in shaping the policy of the Russian government, which threatens the territorial integrity, sovereignty and independence of Ukraine.
Minister of Defense of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Member of the General Council and the Bureau of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.""
Defence Minister. Member of the Security Council which approved the full-scale invasion of Ukraine.","War Arrangers

Senior Federal Officials

“United Russia” party Functionaries

Individuals involved in corruption"
Шойтов Александр Михайлович,Shoitov Alexander Mikhailovich,,,1971-01-04,M,"Deputy Minister of Digital Development, Communications and Mass Communications of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Шохин Александр Николаевич,Shokhin Alexander Nikolaevich,Shokhin Alexander Nikolayevich,"CA
UK
EU
MC
CH
AU",1951-12-25,M,"Authorized representative of presidential candidate Vladimir Putin. Authorized representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.
Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.

Information from Vladimir Putin's election website:
President of the All-Russian public organization ""Russian Union of Industrialists and Entrepreneurs"", member of the Council under the President of the Russian Federation for strategic development and national projects
----
Member of the General Council and the Bureau of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.""","Presidential proxies in elections

“United Russia” party Functionaries"
Шолкин Андрей Анатольевич,Sholkin Andrey Anatolievich,,,1965-09-18,M,"Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.
Former Deputy Chairman of the Social Insurance Fund of the Russian Federation.

Deputy Chairman of the Social Fund of Russia.","Top bribetakers and warmongers

State Bankers"
Шолохов Александр Михайлович,Sholokhov Alexander Mikhailovich,,"CA
US
UK
EU
MC
CH
AU
JP",1962-01-25,M,Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Шор Сара Львовна,Shor Sara Lvovna,,US,1977-10-12,F,Singer. Participated in a concert in support of the war against Ukraine,Sellout opinion leaders
Шорохов Леонид Николаевич,Shorokhov Leonid Nikolaevich,,,1962-11-26,M,"Deputy Chairman of the Government of Krasnoyarsk Krai . Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Краткая Тамара Геннадьевна,Short Tamara Gennadievna,,,,F,Deputy Chairman of the Election Commission of the Novosibirsk Oblast. Prevented the admission of an opposition party to the elections in the interests of illegally retaining the power of the ruling regime of Vladimir Putin,Organizers of political repressions
Шошин Виталий Валерьевич,Shoshin Vitaly Valerievich,,,16.09.1988,M,"Senior Investigator of the Zheleznodorozhny Interdistrict Investigation Department of the Investigation Department of the Investigative Committee of the Russian Federation for the Novosibirsk Region, Senior Lieutenant of Justice. Was included in the investigation team in the “Kirovles case”, under which Alexei Navalny and Pyotr Ofitserov were accused of embezzlement on an especially large scale.",Organizers of political repressions
Шоцкий Сергей Александрович,Shotsky Sergey Alexandrovich,,,1972-05-23,M,Member of the collegial executive body (Management Board) of PJSC Transneft,Top Management of State Owned Companies
Шойгу Ирина Александровна,Shoygu Irina Aleksandrovna,Shoigu (Shoygu) Irina Aleksandrovna,"US
JP",1955-05-31,F,Wife of S.K. Shoigu.,Individuals involved in corruption
Шойгу Ксения Сергеевна,Shoygu Ksenia Sergeevna,Shoigu (Shoygu) Kseniya (Xenia) Sergeyevna,"US
JP",1991-01-10,F,"Daughter S.K. Shoigu Member of the General Staff of the All-Unarmy All-Russian Youth Movement. Since December 5, 2020 - President of the Russian Triathlon Federation.",Individuals involved in corruption
Шойгу Юлия Сергеевна,Shoygu Yulia Sergeevna,Shoigu (Shoygu) Yuliya Sergeyevna,US,1977-05-04,F,"Daughter S.K. Shoigu, Director of Center of Emergency Psychological Aid of EMERCOM of Russia",Individuals involved in corruption
Шпак Ирина Александровна,Shpak Irina Aleksandrovna,,,,F,"Editor-in-Chief of the newspaper ""Vybor"" (owned by the local administration of the Artemovsky District of Primorsky Krai)",Propagandists
Шпак Василий Викторович,Shpak Vasily Viktorovich,,"EU
CH",,M,"Member of the Board of Directors of JSC GLONASS
Deputy Minister of Industry and Trade of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Financed Russia's aggressive war against Ukraine or managed finances in the interests of the Putin's regime or in order to maintain its stability by virtue of their position.","Top Management of State Owned Companies

Senior Federal Officials

Top bribetakers and warmongers"
Шпаро Дмитрий Игоревич,Shparo Dmitry Igorevich,,,1941-08-23,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шпетер Александр Карлович,Shpeter Aleksandr Karlovich,,,1952-05-02,M,"Former deputy of the Legislative Assembly of the Tomsk Oblast from the United Russia party, major developer, sponsor of the United Russia party",Individuals involved in corruption
Шпырня Игорь Валентинович,Shpyrnya Igor Valentinovich,,,,M,rector of Krasnodar Higher Military School named after Army General S.M. Shtemenko. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Штыгашев Владимир Николаевич,Shtygashev Vladimir Nikolaevich,,,1939-10-18,M,"Reclassified from the category: Speakers of the regional legislative assemblies.
Former chairman of the Supreme Council of the Republic of Khakassia (head of the regional parliament). Actively supported Russia's aggressive war against Ukraine and the Russian authoritarian political regime.",Low priority
Штыль Иван Александрович,Shtyl Ivan Alexandrovich,,,1986-06-08,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шубин Игорь Николаевич,Shubin Igor Nikolaevich,,"CA
US
UK
EU
MC
CH
AU
JP",1955-12-20,M,Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Шугаев Дмитрий Евгеньевич,Shugaev Dmitry Evgenievich,Shugayev (Shugaev) Dmitry Evgenyevich,"CA
US
UK
EU
CH
AU
JP",1965-08-11,M,"Director of the Federal Service for Military Technical Cooperation of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Member of the Board of Directors of PJSC INTER RAO, Member of the Supervisory Board of Rostec","Senior Federal Officials

Top Management of State Owned Companies"
Шуграева Вера Киргуевна,Shugraeva Vera Kirguevna,,,1938-11-05,F,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шукшин Алексей Семенович,Shukshin Aleksei Semenovich,,,1960-09-02,M,Organized a cartel,Individuals involved in corruption
Шукшин Семен Семенович,Shukshin Semen Semenovich,,,1963-12-18,M,Organized a cartel,Individuals involved in corruption
Шукшин Владимир Семенович,Shukshin Vladimir Semenovich,,,1959-03-29,M,"Former deputy mayor of Moscow, member of the board of AFK Sistema, used his connections and position to lobby the family business and the cartel",Individuals involved in corruption
Шукшина Мария Васильевна,Shukshina Mariya Vasilyevna,,CA,1967-05-27,F,"Honored Artist of Russia, TV anchorwoman, public figure. Signed an open letter of cultural figures expressing ""support for the decision of the President of Russia to launch a military operation to denazify Ukraine and protect the republics of Donbass"".",Warmongers
Шульгинов Николай Григорьевич,Shulginov Nikolay Grigoryevich,,"CA
US
AU",1951-05-18,M,"

Energy Minister of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Member of the Board of Directors of PJSC Gazprom
Member of the Board of Directors of JSC System Operator of the Unified Energy System (SO UES)
Member of the Board of Directors of PJSC ROSSETI 
Member of the Board of Directors of PJSC RusHydro, 
Member of the collegial executive body of PJSC RusHydro, 
Person acting as the sole executive body (President) of PJSC RusHydro","Top bribetakers and warmongers

Senior Federal Officials

Top Management of State Owned Companies"
Шулика Виталий Дмитриевич,Shulika Vitaly Dmitrievich,,,,M,"Deputy Minister of Internal Affairs of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Member of the Board of Directors of JSC GLONASS","Senior Federal Officials

Top Management of State Owned Companies"
Шульпин Михаил Николаевич,Shulpin Mikhail Nikolaevich,,,1986-03-28,M,"Reclassified from the category: Heads of public funds
Former Deputy Chairman of the Social Insurance Fund of the Russian Federation",Low priority
Шульцев Станислав Васильевич,Shultsev Stanislav Vasilievich,,,1989-01-18,M,"Deputy Chairman of the Government Novgorod Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Шумаков Игорь Анатольевич,Shumakov Igor Anatolyevich,,,1970-04-21,M,"


Head of the Federal Service for Hydrometeorology and Environmental Monitoring of the Russian Federation. Manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.","Top bribetakers and warmongers

Senior Federal Officials"
Шумаков Никита Сергеевич,Shumakov Nikita Sergeevich,,,,M,Russian propagandist: General producer of TV Center,Propagandists
Шумаков Сергей Леонидович,Shumakov Sergei Leonidovich,,,,M,"Director, ""STATE TELEVISION AND RADIO BROADCASTING COMPANY ""CULTURE"". Involved in Russian propaganda of the war against Ukraine.",Propagandists
Шумаков Сергей Леонидович,Shumakov Sergey (Sergei) Leonidovich,,,1951-02-03,M,"Russian propagandist: (former) deputy general director and chief producer of NTV; deputy general director of VGTRK; director and editor in chief of TV channel ""Kultura"" (""Culture""); member of the Council under the President of the Russian Federation for Culture and Art; member of the Council for Awards by the Government of the Russian Federation in the field of mass media",Propagandists
Шумакова Оксана Викторовна,Shumakova Oksana Viktorovna,,,1972-12-24,F,Rector of the Stolypin State Agrarian University of Omsk. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Шумейко Анна Викторовна,Shumeiko Anna Viktorovna,,,,M,"First Vice President, Chief of Staff of President of OJSC Rostelecom",Top Management of State Owned Companies
Шумилова Елена Борисовна,Shumilova Elena Borisovna,,"CA
US
UK
EU
MC
CH
AU",1978-04-01,F,"Member of the Federation Council of the Federal Assembly of the Russian Federation (upper house of the federal parliament). This state body is responsible for the political and legal support of the aggressive war against Ukraine, which included issuing permission for the use of Russian military forces outside the territory of Russia.",Members of Parliament and Senate
Шумков Вадим Михайлович,Shumkov Vadim Mikhailovich,,US,1971-03-09,M,"Governor of Kurgan Oblast. Manages a regional state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Region Heads
Шунков Александр Викторович,Shunkov Alexander Viktorovich,,,1971-11-16,M,"Rector of the Kemerovo State University of Culture and Arts. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.
Authorized representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Authorized representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.

Information from Vladimir Putin's election website:
Federal State Budgetary Educational Institution of Higher Education ""Kemerovo State Institute of Culture"", rector.
----","Warmongers

Presidential proxies in elections"
Шуранова Анна Артёмовна,Shuranova Anna Artemovna,,,1999-11-01,F,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шургальский Артём Сергеевич,Shurgalskii Artem Sergeevich,,,1974-08-19,M,"Founder of the Trend Media company, which was engaged in PR support for the Moscow City Hall, propaganda and organizing ""bot farms""",Individuals involved in corruption
Шургучеев Очир Санджиевич,Shurgucheev Ochir Sandzhievich,,,1978-06-07,M,"First Deputy Chairman of the Government of the Republic of Kalmykia - Minister of Finance of the Republic of Kalmykia. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.
Acting Chairman of the Government of the Republic of Kalmykia",Key Local Government Officials
Шуршин Константин Николаевич,Shurshin Konstantin Nikolaevich,,,1971-02-07,M,"Head of the Directorate of the Federal Service of the National Guard Troops of the Russian Federation for the Sverdlovsk Oblast. Heads special military units in the territory under his jurisdiction, which carried out the dispersal of peaceful protests against the Russian invasion of Ukraine and the political regime in Russia.",Key ‘siloviki’ (security forces) figures
Шурупов Николай Петрович,Shurupov Nikolai Petrovich,,,1952-03-23,M,"Trusted representative of presidential candidate Vladimir Putin. Trusted representatives ensured the re-election of Vladimir Putin, who has pursued an aggressive policy against Ukraine since 2014, in the non-competitive presidential election on March 18, 2018.",Presidential proxies in elections
Шурыгин Владислав Владиславович,Shurygin Vladislav Vladislavovich,,,1963-02-18,M,"Member of the Izborsk Club, which unites the ideologists of modern Russian authoritarianism and the war in Ukraine",Warmongers
Шушаков Василий Сергеевич,Shushakov Vasily Sergeevich,,,1975-09-06,M,"Head of the Directorate of the Federal Service of the National Guard Troops of the Russian Federation for the Novosibirsk Oblast. Heads special military units in the territory under his jurisdiction, which carried out the dispersal of peaceful protests against the Russian invasion of Ukraine and the political regime in Russia.",Key ‘siloviki’ (security forces) figures
Шустов Сергей Викторович,Shustov Sergey Viktorovich,,,1968-03-24,M,"Deputy Governor of Tyumen Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Шутов Андрей Юрьевич,Shutov Andrey Yurievich,Andrey Yurievich SHUTOV,"US
EU
CH
AU",1963-03-09,M,member of the Central Election Commission of the Russian Federation. Member of the collegiate state body responsible for supporting the existing political regime in Russia through electoral fraud.,Election fraud organizers
Шувалов Игорь Иванович,Shuvalov Igor Ivanovich,,"CA
US
UK
EU
MC
CH
AU
JP",1967-01-04,M,Chairman of VEB.RF. Close circle of Putin.,Individuals involved in corruption
Шувалов Вадим Николаевич,Shuvalov Vadim Nikolaevich,,"CA
US
UK
EU
MC
CH
AU
JP",1958-02-17,M,Member of the State Duma of the Russian Federation (lower house of the federal parliament). This state body is responsible for political and legal support of the aggressive war against Ukraine.,Members of Parliament and Senate
Шувалова Ольга Викторовна,Shuvalova Olga Viktorovna,Shuvalova Olga Viktorovna,"CA
US
UK
AU
JP",1969-03-27,F,O.V. Shuvalov's wife. Shuvalov's wife's income in 2008-2009 amounted to more than 1 billion rubles.,Individuals involved in corruption
Шуваркин Дмитрий Петрович,Shuvarkin Dmitry Petrovich,,,1969-03-27,M,Military Prosecutor of the Baltic Fleet. Head of the state body responsible for ensuring the rule of law in the Russian military during the Russian invasion of Ukraine.,Key ‘siloviki’ (security forces) figures
Швец Евгений Николаевич,Shvets Evgeny Nikolaevich,,,1977-10-21,M,Head of the Investigation Directorate of the Investigative Committee of the Russian Federation for the Republic of Karelia. Head of the federal state body responsible for criminal prosecution (on the territory under its jurisdiction) of citizens of the Russian Federation who oppose the Russian invasion of Ukraine and the current political regime in the Russia.,Key ‘siloviki’ (security forces) figures
Швец Михаил Михайлович,Shvets Mikhail Mikhailovich,,,1977-05-03,M,A member of Alexei Navalny's poisoner group.,Individuals involved in corruption
Швецов Михаил Николаевич,Shvetsov Mikhail Nikolaevich,,,1979-03-01,M,Rector of the Mari State University. Signed an open letter of university rectors expressing support for the decision of the President of Russia to launch a military operation against Ukraine.,Warmongers
Швецов Михаил Викторович,Shvetsov Mikhail Viktorovich,,,1975-03-03,M,"Municipal deputy in the Republic of Tatarstan from the United Russia party, director of a plant, hid property from declaring",Individuals involved in corruption
Швецов Станислав Андреевич,Shvetsov Stanislav Andreevich,,,1991-04-23,M,"Head of the Regional Executive Committee of the Perm branch of the United Russia party, head of the Perm Fund for Support of Regional Cooperation and Development, through which the party's election campaigns are financed",Individuals involved in corruption
Швецова Ольга Владимировна,Shvetsova Olga Vladimirovna,,,1985-03-27,F,"Member of the General Council of the United Russia party. United Russia forms and implements Vladimir Putin's policy of aggression against territorial integrity, sovereignty and independence of Ukraine.",“United Russia” party Functionaries
Швиндт Сергей Владимирович,Shvindt Sergey Vladimirovich,,,1963-08-12,M,"Deputy Governor of the Sverdlovsk Oblast. Manages a regional state body of the Russian Federation that supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Key Local Government Officials
Швыдкой Михаил Ефимович,Shvydkoi Mikhail Efimovich,,,1948-09-05,M,Deputy Chairman of the Civic Chamber of Moscow - a collegiate public body that imitates public support for the actions of the Russian authorities in the capital of the Russian Federation.,Sellout opinion leaders
Швырев Виктор Владимирович,Shvyrev Viktor Vladimirovich,,,1971-06-05,M,"Head of the Department of the Federal Security Service of Russia for the Pskov Oblast, a federal state body that carries out political persecution in the territory under its jurisdiction against citizens and organizations that oppose Russia's aggressive war against Ukraine and are in opposition to the current political regime in Russia.",Key ‘siloviki’ (security forces) figures
